CORRESPONDING SHOT,EVENT_ID,MOMENT_NUMBER,MOMENT_DATA
95,228,66,"[2, 1445994026672, 106.84, 21.98, None, [[-1, -1, 16.70596, 36.05944, 5.24501], [1610612737, 200794, 5.05235, 27.29279, 0.0], [1610612737, 201143, 1.43459, 19.06628, 0.0], [1610612737, 201952, 20.06786, 15.61125, 0.0], [1610612737, 203145, 47.76293, 6.40974, 0.0], [1610612737, 203471, 17.32737, 38.48436, 0.0], [1610612765, 202704, 50.5991, 23.47014, 0.0], [1610612765, 202694, 55.30107, 35.98197, 0.0], [1610612765, 203484, 50.10943, 15.81944, 0.0], [1610612765, 203083, 25.40084, 25.64478, 0.0], [1610612765, 1626169, 55.90481, 24.24168, 0.0]]]"
95,228,124,"[2, 1445994028991, 104.52, 19.97, None, [[-1, -1, 50.54662, 45.57054, 4.20575], [1610612737, 200794, 36.977850000000004, 27.67307, 0.0], [1610612737, 201143, 25.15894, 24.2261, 0.0], [1610612737, 201952, 46.56697, 5.62532, 0.0], [1610612737, 203145, 74.76723, 2.86998, 0.0], [1610612737, 203471, 49.2189, 45.2999, 0.0], [1610612765, 202704, 66.42145, 16.81416, 0.0], [1610612765, 202694, 67.26659, 31.2159, 0.0], [1610612765, 203484, 62.95336, 34.51356, 0.0], [1610612765, 203083, 56.36632, 24.92195, 0.0], [1610612765, 1626169, 79.29395, 9.46412, 0.0]]]"
95,228,172,"[2, 1445994030911, 102.6, 18.31, None, [[-1, -1, 60.04736, 42.02576, 3.217], [1610612737, 200794, 61.99155, 31.33703, 0.0], [1610612737, 201143, 49.54901, 26.57923, 0.0], [1610612737, 201952, 64.28287, 3.31385, 0.0], [1610612737, 203145, 89.85277, 4.90132, 0.0], [1610612737, 203471, 61.59239, 41.94845, 0.0], [1610612765, 202704, 74.79789, 15.59458, 0.0], [1610612765, 202694, 73.98615, 32.83893, 0.0], [1610612765, 203484, 65.76936, 37.61538, 0.0], [1610612765, 203083, 71.6074, 25.23317, 0.0], [1610612765, 1626169, 90.04965, 5.26799, 0.0]]]"
95,228,173,"[2, 1445994030951, 102.56, 18.27, None, [[-1, -1, 60.04504, 41.78495, 3.10571], [1610612737, 200794, 62.22278, 31.59022, 0.0], [1610612737, 201143, 50.05431, 26.6068, 0.0], [1610612737, 201952, 64.50362, 3.29341, 0.0], [1610612737, 203145, 90.02507, 4.97799, 0.0], [1610612737, 203471, 61.6727, 41.758070000000004, 0.0], [1610612765, 202704, 74.87589, 15.58032, 0.0], [1610612765, 202694, 74.08286, 33.02393, 0.0], [1610612765, 203484, 65.58879, 37.41668, 0.0], [1610612765, 203083, 71.66105, 25.19662, 0.0], [1610612765, 1626169, 90.16849, 5.22536, 0.0]]]"
95,228,191,"[2, 1445994031671, 101.84, 17.65, None, [[-1, -1, 67.03823, 41.8138, 2.67606], [1610612737, 200794, 64.18943, 34.87164, 0.0], [1610612737, 201143, 58.78454, 27.03416, 0.0], [1610612737, 201952, 67.93217, 3.01676, 0.0], [1610612737, 203145, 92.05512, 1.5155, 0.0], [1610612737, 203471, 65.70946, 40.65854, 0.0], [1610612765, 202704, 76.03895, 15.27821, 0.0], [1610612765, 202694, 74.46817, 36.19589, 0.0], [1610612765, 203484, 66.09401, 36.23787, 0.0], [1610612765, 203083, 72.5582, 24.60499, 0.0], [1610612765, 1626169, 91.47193, 4.5761, 0.0]]]"
95,228,283,"[2, 1445994035352, 98.16, 14.46, None, [[-1, -1, 75.9638, 44.84138, 3.76209], [1610612737, 200794, 63.09398, 33.0644, 0.0], [1610612737, 201143, 84.46691, 34.37807, 0.0], [1610612737, 201952, 70.42077, 6.9226600000000005, 0.0], [1610612737, 203145, 86.78153, 0.62797, 0.0], [1610612737, 203471, 77.30691, 45.03175, 0.0], [1610612765, 202704, 75.83098, 17.51032, 0.0], [1610612765, 202694, 71.36161, 33.6993, 0.0], [1610612765, 203484, 80.96916, 39.35118, 0.0], [1610612765, 203083, 83.91315, 31.39661, 0.0], [1610612765, 1626169, 89.1607, 9.57262, 0.0]]]"
95,228,323,"[2, 1445994036951, 96.56, 13.08, None, [[-1, -1, 84.25159, 41.52598, 5.0503], [1610612737, 200794, 61.60216, 27.87525, 0.0], [1610612737, 201143, 85.00279, 40.36886, 0.0], [1610612737, 201952, 71.34017, 8.42262, 0.0], [1610612737, 203145, 87.23032, 0.5120800000000001, 0.0], [1610612737, 203471, 76.11348, 42.9436, 0.0], [1610612765, 202704, 76.99648, 19.0003, 0.0], [1610612765, 202694, 72.5686, 29.9519, 0.0], [1610612765, 203484, 77.19534, 41.55481, 0.0], [1610612765, 203083, 85.52653, 36.7613, 0.0], [1610612765, 1626169, 88.51804, 9.898060000000001, 0.0]]]"
95,228,372,"[2, 1445994038911, 94.6, 11.38, None, [[-1, -1, 84.75578, 40.33226, 2.93781], [1610612737, 200794, 71.13274, 23.7581, 0.0], [1610612737, 201143, 85.50981, 38.93502, 0.0], [1610612737, 201952, 71.79231, 9.72141, 0.0], [1610612737, 203145, 83.65144, 2.48435, 0.0], [1610612737, 203471, 93.77632, 30.14205, 0.0], [1610612765, 202704, 78.3129, 20.42187, 0.0], [1610612765, 202694, 76.14946, 25.63847, 0.0], [1610612765, 203484, 91.13661, 33.28578, 0.0], [1610612765, 203083, 85.46973, 34.35841, 0.0], [1610612765, 1626169, 87.91001, 9.55504, 0.0]]]"
95,228,437,"[2, 1445994041511, 92.0, 9.13, None, [[-1, -1, 89.0997, 26.75772, 11.83428], [1610612737, 200794, 66.73259, 22.96163, 0.0], [1610612737, 201143, 86.66184, 42.33502, 0.0], [1610612737, 201952, 85.18969, 21.57512, 0.0], [1610612737, 203145, 72.65823, 9.59353, 0.0], [1610612737, 203471, 81.79046, 3.38852, 0.0], [1610612765, 202704, 85.80873, 24.05194, 0.0], [1610612765, 202694, 82.25521, 24.74492, 0.0], [1610612765, 203484, 88.93393, 19.15557, 0.0], [1610612765, 203083, 88.68289, 37.32295, 0.0], [1610612765, 1626169, 83.66311, 18.89543, 0.0]]]"
95,228,465,"[2, 1445994042631, 90.87, 24.0, None, [[-1, -1, 89.60257, 25.50214, 2.03537], [1610612737, 200794, 58.99767, 23.86477, 0.0], [1610612737, 201143, 76.28568, 42.20249, 0.0], [1610612737, 201952, 85.2503, 28.39107, 0.0], [1610612737, 203145, 64.22392, 11.24208, 0.0], [1610612737, 203471, 77.39186, 7.3663, 0.0], [1610612765, 202704, 87.85319, 31.09695, 0.0], [1610612765, 202694, 85.75763, 25.7795, 0.0], [1610612765, 203484, 86.9203, 20.22617, 0.0], [1610612765, 203083, 86.14619, 34.71859, 0.0], [1610612765, 1626169, 84.44242, 20.6206, 0.0]]]"
95,228,520,"[2, 1445994044831, 88.67, 23.61, None, [[-1, -1, 79.45804, 37.44432, 0.95459], [1610612737, 200794, 42.92603, 23.70395, 0.0], [1610612737, 201143, 45.6353, 33.38762, 0.0], [1610612737, 201952, 60.72371, 29.15979, 0.0], [1610612737, 203145, 43.28122, 11.65766, 0.0], [1610612737, 203471, 59.59099, 17.21359, 0.0], [1610612765, 202704, 81.41118, 37.28245, 0.0], [1610612765, 202694, 90.97157, 28.4805, 0.0], [1610612765, 203484, 66.54834, 32.17729, 0.0], [1610612765, 203083, 63.49384, 34.05332, 0.0], [1610612765, 1626169, 62.6228, 10.97257, 0.0]]]"
95,228,557,"[2, 1445994046310, 87.19, 22.16, None, [[-1, -1, 63.23676, 36.48058, 3.19451], [1610612737, 200794, 34.00247, 23.68713, 0.0], [1610612737, 201143, 28.65471, 29.79323, 0.0], [1610612737, 201952, 45.41246, 31.83841, 0.0], [1610612737, 203145, 29.7115, 10.48635, 0.0], [1610612737, 203471, 42.45492, 26.58272, 0.0], [1610612765, 202704, 64.20766, 37.44807, 0.0], [1610612765, 202694, 75.23549, 27.07687, 0.0], [1610612765, 203484, 46.69941, 40.70931, 0.0], [1610612765, 203083, 44.88772, 34.32785, 0.0], [1610612765, 1626169, 41.73114, 8.16476, 0.0]]]"
95,228,570,"[2, 1445994046830, 86.67, 21.66, None, [[-1, -1, 55.81655, 37.017, 1.5525600000000002], [1610612737, 200794, 31.34661, 23.15449, 0.0], [1610612737, 201143, 24.58465, 29.93675, 0.0], [1610612737, 201952, 41.70804, 32.75587, 0.0], [1610612737, 203145, 26.01609, 11.82295, 0.0], [1610612737, 203471, 36.23005, 29.64906, 0.0], [1610612765, 202704, 57.86604, 37.63197, 0.0], [1610612765, 202694, 68.73427, 25.65393, 0.0], [1610612765, 203484, 39.30231, 42.14093, 0.0], [1610612765, 203083, 38.77, 33.6305, 0.0], [1610612765, 1626169, 34.7857, 11.37499, 0.0]]]"
95,228,598,"[2, 1445994047951, 85.55, 20.56, None, [[-1, -1, 45.23568, 38.73043, 1.48862], [1610612737, 200794, 26.55081, 22.66768, 0.0], [1610612737, 201143, 18.27797, 29.39633, 0.0], [1610612737, 201952, 35.68823, 33.05047, 0.0], [1610612737, 203145, 18.95547, 19.6073, 0.0], [1610612737, 203471, 23.11315, 35.29817, 0.0], [1610612765, 202704, 46.53568, 38.01453, 0.0], [1610612765, 202694, 55.22301, 22.28183, 0.0], [1610612765, 203484, 22.63217, 40.30969, 0.0], [1610612765, 203083, 27.42364, 28.18564, 0.0], [1610612765, 1626169, 23.10818, 23.19282, 0.0]]]"
96,277,10,"[3, 1445995578413, 517.0, 24.0, None, [[-1, -1, 91.07393, 24.89308, 4.88839], [1610612737, 2594, 75.24629, 20.89847, 0.0], [1610612737, 200794, 85.6126, 28.89879, 0.0], [1610612737, 201143, 88.34979, 24.28841, 0.0], [1610612737, 201952, 82.49846, 26.13755, 0.0], [1610612737, 203145, 50.49922, 38.14626, 0.0], [1610612765, 101141, 80.87165, 29.62873, 0.0], [1610612765, 202704, 61.53544, 17.09961, 0.0], [1610612765, 202694, 50.40457, 32.19346, 0.0], [1610612765, 203484, 72.9227, 23.82422, 0.0], [1610612765, 203083, 86.39627, 22.31976, 0.0]]]"
96,277,61,"[3, 1445995580454, 517.0, 24.0, None, [[-1, -1, 88.14456, 18.85254, 6.94864], [1610612737, 2594, 46.57212, 14.27437, 0.0], [1610612737, 200794, 93.7875, 21.48474, 0.0], [1610612737, 201143, 74.66622, 25.51565, 0.0], [1610612737, 201952, 80.60208, 16.33332, 0.0], [1610612737, 203145, 30.66606, 43.52301, 0.0], [1610612765, 101141, 60.09409, 25.60664, 0.0], [1610612765, 202704, 53.86429, 18.5395, 0.0], [1610612765, 202694, 34.91395, 33.27392, 0.0], [1610612765, 203484, 46.47679, 19.85194, 0.0], [1610612765, 203083, 69.20466, 20.32057, 0.0]]]"
96,277,75,"[3, 1445995581014, 517.0, 24.0, None, [[-1, -1, 77.58424, 12.15176, 5.50022], [1610612737, 2594, 37.1858, 13.0122, 0.0], [1610612737, 200794, 91.59379, 21.07458, 0.0], [1610612737, 201143, 66.78071, 24.56796, 0.0], [1610612737, 201952, 76.18136, 11.91167, 0.0], [1610612737, 203145, 24.90927, 44.47062, 0.0], [1610612765, 101141, 53.54139, 25.03146, 0.0], [1610612765, 202704, 50.31197, 17.60831, 0.0], [1610612765, 202694, 29.4345, 33.78948, 0.0], [1610612765, 203484, 36.9225, 17.80497, 0.0], [1610612765, 203083, 60.51339, 20.77333, 0.0]]]"
96,277,104,"[3, 1445995582173, 516.17, 23.04, None, [[-1, -1, 58.36247, 9.10928, 3.71833], [1610612737, 2594, 21.868290000000002, 13.17492, 0.0], [1610612737, 200794, 77.88184, 23.74114, 0.0], [1610612737, 201143, 49.98427, 22.02338, 0.0], [1610612737, 201952, 59.58105, 8.0168, 0.0], [1610612737, 203145, 14.23, 44.89022, 0.0], [1610612765, 101141, 41.45542, 24.64995, 0.0], [1610612765, 202704, 40.16489, 13.75728, 0.0], [1610612765, 202694, 19.10566, 35.20644, 0.0], [1610612765, 203484, 20.68427, 15.23132, 0.0], [1610612765, 203083, 41.90993, 21.3222, 0.0]]]"
96,277,120,"[3, 1445995582813, 515.53, 22.33, None, [[-1, -1, 48.31439, 6.8018, 4.07305], [1610612737, 2594, 21.15247, 12.09848, 0.0], [1610612737, 200794, 68.79427, 26.21642, 0.0], [1610612737, 201143, 41.05133, 21.0796, 0.0], [1610612737, 201952, 49.08309, 7.5851, 0.0], [1610612737, 203145, 9.73867, 45.44096, 0.0], [1610612765, 101141, 35.11434, 24.30066, 0.0], [1610612765, 202704, 34.13458, 12.09722, 0.0], [1610612765, 202694, 14.49328, 35.88809, 0.0], [1610612765, 203484, 17.72353, 14.23639, 0.0], [1610612765, 203083, 33.08135, 20.69059, 0.0]]]"
96,277,135,"[3, 1445995583413, 514.93, 21.67, None, [[-1, -1, 38.25606, 5.4944, 1.20763], [1610612737, 2594, 24.29074, 10.37871, 0.0], [1610612737, 200794, 60.41638, 29.01475, 0.0], [1610612737, 201143, 33.61885, 19.985, 0.0], [1610612737, 201952, 39.46612, 7.19892, 0.0], [1610612737, 203145, 6.78665, 46.39799, 0.0], [1610612765, 101141, 30.20008, 24.42387, 0.0], [1610612765, 202704, 30.08433, 11.41336, 0.0], [1610612765, 202694, 11.23036, 35.92532, 0.0], [1610612765, 203484, 19.54415, 10.67744, 0.0], [1610612765, 203083, 26.83712, 19.83995, 0.0]]]"
96,277,142,"[3, 1445995583693, 514.65, 21.36, None, [[-1, -1, 34.82186, 4.9683, 3.6111500000000003], [1610612737, 2594, 25.1517, 10.5883, 0.0], [1610612737, 200794, 56.63661, 30.19608, 0.0], [1610612737, 201143, 31.00264, 18.91992, 0.0], [1610612737, 201952, 35.14811, 6.30234, 0.0], [1610612737, 203145, 5.73072, 46.41135, 0.0], [1610612765, 101141, 28.18679, 24.34214, 0.0], [1610612765, 202704, 28.17397, 11.26272, 0.0], [1610612765, 202694, 10.21938, 35.50509, 0.0], [1610612765, 203484, 20.82955, 9.44622, 0.0], [1610612765, 203083, 24.56231, 19.36885, 0.0]]]"
96,277,160,"[3, 1445995584413, 513.93, 20.56, None, [[-1, -1, 25.02262, 3.31672, 3.5076], [1610612737, 2594, 24.95398, 11.48786, 0.0], [1610612737, 200794, 47.72214, 33.22531, 0.0], [1610612737, 201143, 27.80812, 15.68656, 0.0], [1610612737, 201952, 26.28137, 3.88831, 0.0], [1610612737, 203145, 5.12566, 46.84393, 0.0], [1610612765, 101141, 24.70301, 24.0564, 0.0], [1610612765, 202704, 25.94089, 11.87072, 0.0], [1610612765, 202694, 8.09678, 35.2503, 0.0], [1610612765, 203484, 20.70726, 6.75521, 0.0], [1610612765, 203083, 19.50993, 19.66572, 0.0]]]"
96,277,164,"[3, 1445995584573, 513.77, 20.38, None, [[-1, -1, 23.85063, 3.54537, 2.08165], [1610612737, 2594, 24.83376, 11.39245, 0.0], [1610612737, 200794, 45.96056, 33.86924, 0.0], [1610612737, 201143, 27.5153, 15.09508, 0.0], [1610612737, 201952, 25.07021, 3.48101, 0.0], [1610612737, 203145, 5.29665, 47.01747, 0.0], [1610612765, 101141, 24.26693, 24.293, 0.0], [1610612765, 202704, 25.89952, 12.00756, 0.0], [1610612765, 202694, 7.71472, 35.30409, 0.0], [1610612765, 203484, 20.35696, 6.51598, 0.0], [1610612765, 203083, 18.58151, 19.91, 0.0]]]"
96,277,172,"[3, 1445995584893, 513.45, 20.03, None, [[-1, -1, 25.073, 3.38711, 2.40998], [1610612737, 2594, 25.40279, 11.12867, 0.0], [1610612737, 200794, 42.71262, 35.11264, 0.0], [1610612737, 201143, 26.94298, 14.2139, 0.0], [1610612737, 201952, 23.79446, 3.01363, 0.0], [1610612737, 203145, 5.68451, 47.18293, 0.0], [1610612765, 101141, 23.46614, 24.88492, 0.0], [1610612765, 202704, 25.42841, 12.19111, 0.0], [1610612765, 202694, 6.98425, 35.03777, 0.0], [1610612765, 203484, 19.92101, 6.34439, 0.0], [1610612765, 203083, 17.2978, 20.14198, 0.0]]]"
96,277,177,"[3, 1445995585093, 513.25, 19.81, None, [[-1, -1, 24.82973, 3.80826, 3.41245], [1610612737, 2594, 26.07661, 10.83982, 0.0], [1610612737, 200794, 40.86303, 35.76982, 0.0], [1610612737, 201143, 26.77777, 13.64113, 0.0], [1610612737, 201952, 23.50727, 2.8791, 0.0], [1610612737, 203145, 5.87485, 47.0318, 0.0], [1610612765, 101141, 22.95504, 24.947400000000002, 0.0], [1610612765, 202704, 25.19798, 11.98337, 0.0], [1610612765, 202694, 6.56138, 34.75754, 0.0], [1610612765, 203484, 19.81433, 6.30865, 0.0], [1610612765, 203083, 17.00708, 20.0126, 0.0]]]"
96,277,203,"[3, 1445995586133, 512.2, 18.66, None, [[-1, -1, 25.37974, 2.96137, 2.08465], [1610612737, 2594, 30.31482, 15.71801, 0.0], [1610612737, 200794, 33.93812, 38.59963, 0.0], [1610612737, 201143, 26.95841, 11.66725, 0.0], [1610612737, 201952, 23.95661, 3.01353, 0.0], [1610612737, 203145, 7.17051, 46.56731, 0.0], [1610612765, 101141, 22.14408, 25.694020000000002, 0.0], [1610612765, 202704, 28.37714, 11.18159, 0.0], [1610612765, 202694, 6.16615, 35.05515, 0.0], [1610612765, 203484, 21.13964, 6.35765, 0.0], [1610612765, 203083, 17.30212, 19.74403, 0.0]]]"
96,277,209,"[3, 1445995586373, 511.96, 18.39, None, [[-1, -1, 25.91885, 2.8913200000000003, 2.43498], [1610612737, 2594, 30.85754, 18.56039, 0.0], [1610612737, 200794, 32.61894, 39.17075, 0.0], [1610612737, 201143, 26.5318, 11.29718, 0.0], [1610612737, 201952, 24.59232, 3.4976700000000003, 0.0], [1610612737, 203145, 7.35033, 46.54055, 0.0], [1610612765, 101141, 22.14059, 25.9968, 0.0], [1610612765, 202704, 28.9268, 12.44899, 0.0], [1610612765, 202694, 6.16676, 34.96659, 0.0], [1610612765, 203484, 22.15667, 6.7012, 0.0], [1610612765, 203083, 17.52252, 20.13852, 0.0]]]"
96,277,244,"[3, 1445995587773, 510.56, 16.84, None, [[-1, -1, 34.62616, 17.08634, 3.40003], [1610612737, 2594, 31.92256, 34.50843, 0.0], [1610612737, 200794, 25.5125, 41.55769, 0.0], [1610612737, 201143, 19.62282, 9.92389, 0.0], [1610612737, 201952, 32.75763, 16.62504, 0.0], [1610612737, 203145, 6.92561, 47.04368, 0.0], [1610612765, 101141, 21.18841, 28.88635, 0.0], [1610612765, 202704, 29.89301, 24.00688, 0.0], [1610612765, 202694, 6.345, 34.25295, 0.0], [1610612765, 203484, 28.27854, 15.82832, 0.0], [1610612765, 203083, 16.94314, 20.37326, 0.0]]]"
96,277,258,"[3, 1445995588332, 510.0, 16.22, None, [[-1, -1, 31.18214, 33.21849, 1.7824], [1610612737, 2594, 30.6511, 39.50059, 0.0], [1610612737, 200794, 23.29746, 42.46425, 0.0], [1610612737, 201143, 14.99945, 9.4942, 0.0], [1610612737, 201952, 34.75556, 21.06781, 0.0], [1610612737, 203145, 7.10479, 47.01953, 0.0], [1610612765, 101141, 19.80265, 31.73845, 0.0], [1610612765, 202704, 28.51214, 30.62508, 0.0], [1610612765, 202694, 6.72986, 35.26188, 0.0], [1610612765, 203484, 27.14187, 20.49679, 0.0], [1610612765, 203083, 14.72343, 20.06999, 0.0]]]"
96,277,262,"[3, 1445995588492, 509.84, 16.04, None, [[-1, -1, 30.33375, 36.40948, 2.64931], [1610612737, 2594, 30.10153, 40.60502, 0.0], [1610612737, 200794, 23.0012, 42.31582, 0.0], [1610612737, 201143, 13.82146, 9.4785, 0.0], [1610612737, 201952, 35.24221, 21.30921, 0.0], [1610612737, 203145, 7.17824, 46.91828, 0.0], [1610612765, 101141, 19.33893, 32.89504, 0.0], [1610612765, 202704, 27.59552, 32.57269, 0.0], [1610612765, 202694, 6.93456, 35.80044, 0.0], [1610612765, 203484, 26.89156, 21.58328, 0.0], [1610612765, 203083, 13.95877, 19.61861, 0.0]]]"
96,277,309,"[3, 1445995590373, 507.96, 14.26, None, [[-1, -1, 22.03846, 42.74171, 8.26948], [1610612737, 2594, 20.51768, 46.01208, 0.0], [1610612737, 200794, 23.19629, 33.60862, 0.0], [1610612737, 201143, 5.62212, 8.23347, 0.0], [1610612737, 201952, 34.48347, 19.85308, 0.0], [1610612737, 203145, 7.15648, 47.39364, 0.0], [1610612765, 101141, 18.38513, 37.73246, 0.0], [1610612765, 202704, 19.72704, 42.63658, 0.0], [1610612765, 202694, 6.92689, 41.04411, 0.0], [1610612765, 203484, 23.446930000000002, 30.05757, 0.0], [1610612765, 203083, 7.94043, 20.0399, 0.0]]]"
97,343,21,"[3, 1445996512858, 90.55, 23.84, None, [[-1, -1, 92.12582, 24.37739, 1.26432], [1610612737, 200794, 61.60176, 29.74804, 0.0], [1610612737, 201143, 85.47869, 25.80936, 0.0], [1610612737, 200757, 79.34428, 26.35209, 0.0], [1610612737, 203934, 88.27809, 26.7324, 0.0], [1610612737, 203471, 85.28994, 20.0278, 0.0], [1610612765, 2581, 70.67217, 11.91707, 0.0], [1610612765, 202694, 62.10471, 23.80245, 0.0], [1610612765, 203484, 57.99747, 12.41921, 0.0], [1610612765, 203083, 86.89611, 24.75842, 0.0], [1610612765, 1626169, 90.09254, 28.66153, 0.0]]]"
97,343,36,"[3, 1445996513458, 89.95, 23.35, None, [[-1, -1, 89.86235, 21.79852, 3.51263], [1610612737, 200794, 56.35111, 31.26536, 0.0], [1610612737, 201143, 84.1812, 26.02573, 0.0], [1610612737, 200757, 77.89044, 31.23922, 0.0], [1610612737, 203934, 90.08764, 22.75192, 0.0], [1610612737, 203471, 85.38728, 18.16458, 0.0], [1610612765, 2581, 63.54981, 14.896370000000001, 0.0], [1610612765, 202694, 54.94149, 22.46728, 0.0], [1610612765, 203484, 53.99013, 16.20522, 0.0], [1610612765, 203083, 83.87562, 23.66304, 0.0], [1610612765, 1626169, 90.28602, 27.05374, 0.0]]]"
97,343,70,"[3, 1445996514818, 88.58, 22.23, None, [[-1, -1, 76.87269, 10.25494, 3.73557], [1610612737, 200794, 40.85083, 30.78293, 0.0], [1610612737, 201143, 77.58203, 26.3587, 0.0], [1610612737, 200757, 67.03292, 42.73143, 0.0], [1610612737, 203934, 94.01721, 16.4094, 0.0], [1610612737, 203471, 77.80714, 8.98232, 0.0], [1610612765, 2581, 48.74981, 20.5202, 0.0], [1610612765, 202694, 35.92918, 22.56616, 0.0], [1610612765, 203484, 42.10965, 26.806820000000002, 0.0], [1610612765, 203083, 67.77847, 22.81355, 0.0], [1610612765, 1626169, 78.85146, 21.42431, 0.0]]]"
97,343,97,"[3, 1445996515898, 87.5, 21.33, None, [[-1, -1, 60.67174, 4.50555, 3.85517], [1610612737, 200794, 27.0722, 27.57802, 0.0], [1610612737, 201143, 67.47446, 26.35664, 0.0], [1610612737, 200757, 54.39622, 45.53216, 0.0], [1610612737, 203934, 83.82259, 20.24054, 0.0], [1610612737, 203471, 61.92239, 5.05559, 0.0], [1610612765, 2581, 36.87995, 19.24724, 0.0], [1610612765, 202694, 23.44848, 26.06366, 0.0], [1610612765, 203484, 33.89631, 34.99647, 0.0], [1610612765, 203083, 52.38552, 23.68212, 0.0], [1610612765, 1626169, 62.06346, 18.54271, 0.0]]]"
97,343,192,"[3, 1445996519698, 83.7, 18.2, None, [[-1, -1, 9.79461, 16.27976, 3.86089], [1610612737, 200794, 9.83795, 17.73646, 0.0], [1610612737, 201143, 31.33933, 23.75088, 0.0], [1610612737, 200757, 17.94628, 43.65493, 0.0], [1610612737, 203934, 37.9426, 41.21904, 0.0], [1610612737, 203471, 29.98584, 7.17456, 0.0], [1610612765, 2581, 17.79569, 15.37716, 0.0], [1610612765, 202694, 6.97872, 19.94115, 0.0], [1610612765, 203484, 11.84979, 34.90642, 0.0], [1610612765, 203083, 10.286200000000001, 25.04388, 0.0], [1610612765, 1626169, 22.25456, 34.33541, 0.0]]]"
97,343,195,"[3, 1445996519818, 83.58, 18.1, None, [[-1, -1, 10.63206, 16.92945, 4.58129], [1610612737, 200794, 9.93189, 17.62481, 0.0], [1610612737, 201143, 31.00277, 23.70568, 0.0], [1610612737, 200757, 17.21918, 42.93348, 0.0], [1610612737, 203934, 37.03812, 41.47655, 0.0], [1610612737, 203471, 29.82314, 7.54177, 0.0], [1610612765, 2581, 17.87352, 15.67946, 0.0], [1610612765, 202694, 7.0733, 19.97334, 0.0], [1610612765, 203484, 11.57883, 34.65498, 0.0], [1610612765, 203083, 9.94218, 25.15176, 0.0], [1610612765, 1626169, 21.64088, 34.25834, 0.0]]]"
97,343,205,"[3, 1445996520218, 83.18, 17.77, None, [[-1, -1, 21.99399, 21.75602, 7.35692], [1610612737, 200794, 9.87879, 17.53236, 0.0], [1610612737, 201143, 30.71278, 23.82989, 0.0], [1610612737, 200757, 14.43256, 41.20006, 0.0], [1610612737, 203934, 34.19601, 42.27404, 0.0], [1610612737, 203471, 29.22441, 8.43283, 0.0], [1610612765, 2581, 18.26284, 16.43897, 0.0], [1610612765, 202694, 7.84434, 19.9415, 0.0], [1610612765, 203484, 11.48341, 33.76348, 0.0], [1610612765, 203083, 10.35059, 25.52716, 0.0], [1610612765, 1626169, 21.13841, 33.61611, 0.0]]]"
97,343,207,"[3, 1445996520298, 83.1, 17.7, None, [[-1, -1, 24.71835, 22.86894, 7.69466], [1610612737, 200794, 9.72741, 17.35387, 0.0], [1610612737, 201143, 30.72105, 23.92871, 0.0], [1610612737, 200757, 13.83112, 41.08403, 0.0], [1610612737, 203934, 33.63693, 42.42902, 0.0], [1610612737, 203471, 29.11153, 8.492, 0.0], [1610612765, 2581, 18.36952, 16.56537, 0.0], [1610612765, 202694, 7.94694, 19.91525, 0.0], [1610612765, 203484, 11.55168, 33.54878, 0.0], [1610612765, 203083, 10.78445, 25.56216, 0.0], [1610612765, 1626169, 21.34661, 33.46741, 0.0]]]"
97,343,264,"[3, 1445996522578, 80.81, 15.82, None, [[-1, -1, 5.49039, 26.03109, 10.4257], [1610612737, 200794, 9.27783, 21.97795, 0.0], [1610612737, 201143, 31.64143, 25.49107, 0.0], [1610612737, 200757, 8.27469, 46.21054, 0.0], [1610612737, 203934, 29.62225, 44.36895, 0.0], [1610612737, 203471, 28.48624, 8.99843, 0.0], [1610612765, 2581, 16.81959, 19.81729, 0.0], [1610612765, 202694, 7.77494, 22.82917, 0.0], [1610612765, 203484, 8.27537, 29.57131, 0.0], [1610612765, 203083, 34.26094, 21.58534, 0.0], [1610612765, 1626169, 14.55733, 30.51324, 0.0]]]"
97,343,267,"[3, 1445996522698, 80.69, 15.72, None, [[-1, -1, 4.5337, 26.37018, 11.38371], [1610612737, 200794, 9.52146, 22.31437, 0.0], [1610612737, 201143, 32.13298, 25.52554, 0.0], [1610612737, 200757, 8.91075, 46.10035, 0.0], [1610612737, 203934, 30.27422, 43.90616, 0.0], [1610612737, 203471, 28.46137, 9.02706, 0.0], [1610612765, 2581, 16.44794, 19.90957, 0.0], [1610612765, 202694, 7.71196, 23.05005, 0.0], [1610612765, 203484, 8.14139, 29.32596, 0.0], [1610612765, 203083, 35.27107, 21.48746, 0.0], [1610612765, 1626169, 13.93903, 29.9635, 0.0]]]"
97,343,303,"[3, 1445996524138, 79.25, 24.0, None, [[-1, -1, 6.94447, 27.71422, 5.10651], [1610612737, 200794, 15.75132, 28.20014, 0.0], [1610612737, 201143, 46.00078, 26.22792, 0.0], [1610612737, 200757, 20.83339, 41.49403, 0.0], [1610612737, 203934, 40.18849, 39.22299, 0.0], [1610612737, 203471, 29.98244, 12.90833, 0.0], [1610612765, 2581, 16.81429, 13.78378, 0.0], [1610612765, 202694, 9.68225, 23.9264, 0.0], [1610612765, 203484, 8.37445, 28.02764, 0.0], [1610612765, 203083, 50.80069, 21.4355, 0.0], [1610612765, 1626169, 14.6972, 36.57578, 0.0]]]"
